Planet Name,Discovery Year,Discovery Method,Orbital Period (days),SemiMajor Axis (AU),Mass (Jupiter Mass),Stellar_Luminosity,Right Ascension (RA),Declination (Dec),RASTR,DECSTR,GLON,GLAT,ELON,ELAT,Ri (AU),Ro (AU)
Kepler-737 b,2016,Transit,28.59915399,0.1422,0.0142,-1.301,291.8629793,46.4291614,19h27m27.12s,+46d25m44.98s,78.48381,13.55465,310.67255,66.80734,1.0875326536372472,1.566753644046209
Kepler-738 b,2016,Transit,24.58721573,0.1552,0.0214,-0.213,287.5696516,46.5679011,19h10m16.72s,+46d34m04.44s,77.37763,16.31317,303.58994,67.96858,0.44004132037385263,0.6339454175659212
Kepler-741 b,2016,Transit,7.03902374,0.0744,0.0287,0.332,289.4317294,46.6174978,19h17m43.62s,+46d37m02.99s,77.94558,15.15521,306.82356,67.58829,0.549379815626841,0.7914638932633773
Kepler-764 b,2016,Transit,7.33683936,0.0724,0.0105,-0.136,297.3931183,47.1645814,19h49m34.35s,+47d09m52.49s,80.9124,10.5171,320.03557,65.91205,0.35161962919661305,0.5065607304015044
Kepler-789 b,2016,Transit,8.63847725,0.0951,0.0162,0.496,295.9751549,38.9466396,19h43m54.04s,+38d56m47.90s,73.12426,7.44438,311.03036,58.74195,0.671497647731614,0.9673929173835073
Kepler-745 b,2016,Transit,9.93143556,0.0915,0.0167,0.376,291.4994412,37.0592571,19h25m59.87s,+37d03m33.33s,69.76878,9.67745,303.52176,58.02255,0.5846521887568555,0.8422790287453148
Kepler-758 d,2016,Transit,20.4966197,0.1447,0.0162,0.563,293.0846115,41.1354049,19h32m20.31s,+41d08m07.46s,74.02528,10.42657,308.29394,61.5408,0.7154146922017899,1.030661996458294
Kepler-770 d,2016,Transit,4.15244722,0.0616,0.008,0.054,286.4904589,38.374872,19h05m57.71s,+38d22m29.54s,69.25204,13.82103,296.68498,60.29556,0.22156468376279892,0.3191971059593589
Kepler-82 f,2019,Transit Timing Variations,75.732,0.3395,0.06576,-0.225,292.8733696,42.9661583,19h31m29.61s,+42d57m58.17s,75.61681,11.39306,309.303,63.31797,0.45226701686664544,0.6515583641446041
Kepler-746 b,2016,Transit,3.48159251,0.0435,0.00444,-0.172,290.6822097,37.3551593,19h22m43.73s,+37d21m18.57s,69.74208,10.39195,302.48433,58.48436,0.39542842128966443,0.5696738557164024
Kepler-796 b,2016,Transit,6.40087618,0.0662,0.00705,0.572,287.3078999,39.1447097,19h09m13.90s,+39d08m40.95s,70.24259,13.55144,298.3161,60.8936,0.7211102550927978,1.0388673077053043
Kepler-765 b,2016,Transit,27.6655226,0.1754,0.0204,0.146,283.1846044,47.1557114,18h52m44.31s,+47d09m20.56s,76.82872,19.32312,296.15776,69.40065,0.3643175438093432,0.5248539778959549
Kepler-542 b,2016,Transit,13.14497566,0.1038,0.00972,-0.122,292.2149697,38.5485469,19h28m51.59s,+38d32m54.77s,71.37602,9.84658,305.37926,59.28919,0.33303016516389455,0.47977982371634076
Kepler-1996 b,2023,Transit,32.376183,0.1789,0.018,-0.657,285.2537555,46.5822183,19h01m00.90s,+46d34m55.99s,76.77586,17.79756,299.50853,68.46431,0.7728342171984411,1.1133834207088922
Kepler-81 c,2012,Transit,12.04,0.08347,0.014,-0.889,293.6369437,42.8248275,19h34m32.87s,+42d49m29.38s,75.7459,10.83017,310.35558,62.99092,0.8989893315172423,1.2951287544356498
Kepler-810 b,2016,Transit,4.59725385,0.055,0.0138,-0.032,296.6148615,48.0825642,19h46m27.57s,+48d04m57.23s,81.47969,11.41579,319.90285,66.96798,0.17056057308448835,0.24571804673358047
Kepler-80 b,2012,Transit,7.05246,0.0648,0.0218,-0.77,296.1125759,39.9787451,19h44m27.02s,+39d58m43.48s,74.08669,7.85257,311.91322,59.67592,0.8366600265340756,1.2053340568818443
Kepler-758 b,2016,Transit,12.1097104,0.1019,0.0211,0.563,293.0846115,41.1354049,19h32m20.31s,+41d08m07.46s,74.02528,10.42657,308.29394,61.5408,0.7154146922017899,1.030661996458294
Kepler-80 f,2016,Transit,0.9867873,0.0175,0.00606,-0.77,296.1125759,39.9787451,19h44m27.02s,+39d58m43.48s,74.08669,7.85257,311.91322,59.67592,0.8366600265340756,1.2053340568818443
Kepler-766 b,2016,Transit,6.10027804,0.066,0.0359,0.451,293.1845144,37.9698357,19h32m44.28s,+37d58m11.41s,71.20838,8.90471,306.45365,58.51038,0.6403124237432849,0.9224659322849896
Kepler-770 c,2016,Transit,1.47532231,0.0309,0.00588,0.054,286.4904589,38.374872,19h05m57.71s,+38d22m29.54s,69.25204,13.82103,296.68498,60.29556,0.22156468376279892,0.3191971059593589
Kepler-778 b,2016,Transit,3.75574426,0.0453,0.0109,-0.413,287.4774867,44.2374702,19h09m54.60s,+44d14m14.89s,75.11678,15.47229,301.62004,65.76913,0.6127434581083224,0.8827487088740872
TOI-2977 b,2023,Transit,2.3505614,0.03386,1.68,0.037,143.9265177,-60.3574758,09h35m42.36s,-60d21m26.91s,280.90462,-6.15036,191.10957,-65.95864,0.18340219092574558,0.26421832024808
Kepler-1987 d,2023,Transit,5.64491415,0.0571,0.0238,-0.616,295.8254663,42.9433716,19h43m18.11s,+42d56m36.14s,76.6116,9.4666,313.70945,62.51846,0.7483314773547882,1.078083554713361
Kepler-1987 e,2023,Transit,8.74292005,0.0765,0.0137,-0.616,295.8254663,42.9433716,19h43m18.11s,+42d56m36.14s,76.6116,9.4666,313.70945,62.51846,0.7483314773547882,1.078083554713361
Kepler-549 b,2016,Transit,42.9495649,0.2283,0.03461,-0.306,283.0228527,47.2611431,18h52m05.48s,+47d15m40.12s,76.89558,19.46173,295.92843,69.53079,0.5274294437949195,0.7598410956022567
Kepler-801 b,2016,Transit,11.41928253,0.0795,0.0147,-0.798,286.0751815,44.6646277,19h04m18.04s,+44d39m52.66s,75.1285,16.56057,299.54805,66.4626,0.8517361947543062,1.2270535348380243
Kepler-744 b,2016,Transit,12.06222443,0.0993,0.0102,-0.222,296.4960493,47.1827848,19h45m59.05s,+47d10m58.03s,80.63242,11.06166,318.70921,66.19918,0.4492417854765759,0.647200065303073
Kepler-283 c,2014,Transit,92.743711,0.341,0.0125,-0.983,293.6137413,47.838938,19h34m27.30s,+47d50m20.18s,80.32004,13.09313,314.94264,67.62797,0.9453234174801571,1.3618799437292832
Kepler-830 b,2016,Transit,11.29695137,0.1033,0.0111,0.169,295.054238,42.7568316,19h40m13.02s,+42d45m24.59s,76.17365,9.87661,312.42468,62.55468,0.3919647479510927,0.5646839155919902
Kepler-797 b,2016,Transit,27.07237711,0.181,0.0168,0.47,297.2089078,41.781645,19h48m50.14s,+41d46m53.92s,76.08384,8.00979,314.79413,61.05781,0.6536610186271835,0.9416965821485117
Kepler-758 c,2016,Transit,4.75793986,0.0547,0.011,0.563,293.0846115,41.1354049,19h32m20.31s,+41d08m07.46s,74.02528,10.42657,308.29394,61.5408,0.7154146922017899,1.030661996458294
Kepler-798 b,2016,Transit,13.71933369,0.1174,0.0198,0.222,292.4782785,42.1422821,19h29m54.79s,+42d08m32.22s,74.7325,11.28489,308.0877,62.64071,0.4492417854765759,0.647200065303073
Kepler-1901 b,2021,Transit,3.48412991,0.0453,0.00873,-0.003,291.1643587,45.3183061,19h24m39.45s,+45d19m05.90s,77.23693,13.52226,308.53201,65.94989,0.05222329678670935,0.07523547938632787
Kepler-1667 b,2020,Transit,83.5781,0.4256,0.0289,0.123,283.5329505,48.0943604,18h54m07.91s,+48d05m39.70s,77.84988,19.41312,297.53931,70.24277,0.3343922574136276,0.48174212157347546
Kepler-1311 d,2021,Transit,197.5110016,0.6711,0.212,0.472,289.6512597,43.8244445,19h18m36.30s,+43d49m28.00s,75.3761,13.8754,304.88895,64.90136,0.6550503103509753,0.9436980649211107
Kepler-593 b,2016,Transit,21.21708973,0.1508,0.0271,0.079,294.9513923,48.6511709,19h39m48.33s,+48d39m04.22s,81.47347,12.65857,317.99907,67.97435,0.26798914496333953,0.3860784943163565
Kepler-831 b,2016,Transit,5.62153941,0.0603,0.00678,0.012,294.9855607,42.7277355,19h39m56.53s,+42d43m39.85s,76.12355,9.9075,312.29978,62.546,0.1044465935734187,0.15047095877265573
Kepler-581 b,2016,Transit,40.6069821,0.2259,0.0233,-0.169,295.4326552,40.6481874,19h41m43.84s,+40d38m53.47s,74.42746,8.62923,311.40366,60.4836,0.3919647479510927,0.5646839155919902
Kepler-585 b,2016,Transit,2.75235975,0.0375,0.0264,-0.163,286.5284924,43.8733751,19h06m06.84s,+43d52m24.15s,74.4939,15.96032,299.78085,65.61259,0.3849439156316387,0.5545693552760743
Kepler-59 c,2012,Transit,17.9801235,0.1372,0.0144,0.324,287.0394932,46.6401677,19h08m09.48s,+46d38m24.60s,77.30341,16.67763,302.72648,68.15248,0.5427204202399746,0.7818700369735249
Kepler-591 b,2016,Transit,81.1694299,0.3554,0.0359,-0.078,286.024052,48.431729,19h04m05.77s,+48d25m54.22s,78.78638,17.97201,302.49943,70.06897,0.26628760937957835,0.38362717750539355
TOI-530 b,2021,Transit,6.387597,0.052,0.4,-1.31,103.4128333,12.8815784,06h53m39.08s,+12d52m53.68s,201.66944,6.3173,103.27207,-9.94187,1.0912878130489183,1.5721635135085497
Kepler-812 b,2016,Transit,10.11716531,0.1024,0.0388,0.752,288.8552821,48.208517,19h15m25.27s,+48d12m30.66s,79.30359,16.14187,307.3657,69.21423,0.8268230546110598,1.1911624257540623
Kepler-651 b,2016,Transit,21.38521506,0.1409,0.0195,-0.253,287.3327284,46.2034366,19h09m19.85s,+46d12m12.37s,76.96162,16.3252,302.87407,67.67444,0.4795831523312719,0.690911347834176
Kepler-790 b,2016,Transit,13.73469807,0.101,0.017,-0.424,286.9171489,38.8722123,19h07m40.12s,+38d52m19.96s,69.85924,13.71774,297.57794,60.70191,0.620849857416868,0.8944271909999159
Kepler-615 b,2016,Transit,10.35584657,0.085,0.0116,-0.695,282.4506927,46.3213671,18h49m48.17s,+46d19m16.92s,75.81741,19.52171,294.21728,68.71637,0.7948699150289824,1.1451291432484727
Kepler-793 b,2016,Transit,4.24153639,0.0491,0.00771,0.11,295.2167334,38.7744269,19h40m52.02s,+38d46m27.94s,72.68455,7.87857,309.84598,58.77515,0.31622776601683794,0.4555734516094202
Kepler-794 b,2016,Transit,11.13125132,0.1036,0.016,0.506,288.1336793,38.9968923,19h12m32.08s,+38d59m48.81s,70.37593,12.90645,299.51209,60.59157,0.6782329983125268,0.9770961985045666
Kepler-802 b,2016,Transit,40.0587473,0.2265,0.0386,-0.226,286.0157998,45.0077413,19h04m03.79s,+45d00m27.87s,75.44422,16.72791,299.68586,66.80394,0.453270940447924,0.6530046663995769
Kepler-825 b,2016,Transit,3.77360059,0.0453,0.0093,0.12,294.769825,39.3984081,19h39m04.76s,+39d23m54.27s,73.07163,8.48096,309.60554,59.47832,0.3302891295379082,0.47583095143088644
Kepler-284 c,2014,Transit,37.514456,0.213,0.023,-0.341,293.1465698,47.7297053,19h32m35.18s,+47d43m46.94s,80.07785,13.32739,314.07262,67.65886,0.5567764362830022,0.8021198329520934
Kepler-679 b,2016,Transit,12.39358604,0.0983,0.0293,-0.348,296.0213374,50.5678019,19h44m05.12s,+50d34m04.09s,83.54705,12.91313,322.16127,69.339,0.5624621199366552,0.8103109116782925
Kepler-777 b,2016,Transit,5.72812599,0.0519,0.00869,-0.968,282.7241098,44.3465098,18h50m53.79s,+44d20m47.44s,73.91733,18.67711,293.517,66.74998,0.9380831519646858,1.3514492570346925
Kepler-611 b,2016,Transit,2.4370333,0.0351,0.0106,0.383,286.0049121,45.4803043,19h04m01.18s,+45d28m49.10s,75.89955,16.91068,300.00752,67.25959,0.5900693333683916,0.8500832367680016
Kepler-637 b,2016,Transit,23.20584623,0.1867,0.0636,0.382,292.4172566,41.4168384,19h29m40.14s,+41d25m00.62s,74.05044,11.00115,307.48497,61.96998,0.5892985043869764,0.8489727421897195
Kepler-639 b,2016,Transit,10.21420496,0.0966,0.0197,0.483,292.1868271,41.726944,19h28m44.84s,+41d43m37.00s,74.25482,11.29385,307.35022,62.31915,0.6626393506960698,0.9546312139863127
Kepler-760 b,2016,Transit,8.70419416,0.0772,0.0302,-0.28,287.5931997,44.1794278,19h10m22.37s,+44d10m45.94s,75.09507,15.37324,301.77189,65.68943,0.504524979109513,0.726843784311631
Kepler-814 b,2016,Transit,6.1469851,0.0695,0.0162,0.669,284.9105256,48.4315896,18h59m38.53s,+48d25m53.72s,78.51337,18.6639,300.42914,70.30004,0.779860127318879,1.123505296357519
Kepler-605 c,2016,Transit,2.35895152,0.033,0.00178,-0.248,287.2954015,43.2798677,19h09m10.90s,+43d16m47.52s,74.14976,15.218,300.66447,64.88865,0.4748205402618398,0.6840500919537156
Kepler-805 b,2016,Transit,30.8638931,0.1978,0.0274,0.541,293.2300178,45.053364,19h32m55.20s,+45d03m12.11s,77.64116,12.09596,311.57874,65.17424,0.7012974987964679,1.0103240653281165
CoRoT-6 b,2009,Transit,8.886593,0.0855,2.96,0.026,281.0725563,6.6632062,18h44m17.41s,+06d39m47.54s,38.06304,4.6158,282.67121,29.61659,0.15374122295716147,0.2214872542011953
Kepler-712 b,2016,Transit,21.02247699,0.1378,0.0363,-0.484,294.9096739,42.9351987,19h39m38.32s,+42d56m06.72s,76.28323,10.05381,312.35194,62.75946,0.6633249580710799,0.9556189340787525
Kepler-722 b,2016,Transit,4.09357325,0.0514,0.0233,-0.039,290.2632874,44.5564051,19h21m03.19s,+44d33m23.06s,76.24955,13.78052,306.44209,65.45204,0.18829377433825437,0.2712653786615191
Kepler-680 b,2016,Transit,3.68992629,0.0469,0.0203,0.197,291.622381,50.6181793,19h26m29.37s,+50d37m05.45s,82.34558,15.45125,315.01101,70.69603,0.4231913386293593,0.6096704956019663
Kepler-85 e,2014,Transit,25.216751,0.163,0.00189,-0.212,290.9734395,45.2902761,19h23m53.63s,+45d17m24.99s,77.15239,13.63209,308.1992,65.97078,0.43900714427816856,0.6324555320336759
Kepler-1811 b,2021,Transit,76.42230225,0.3462,0.0445,0.154,289.9793241,40.1427848,19h19m55.04s,+40d08m34.03s,72.05562,12.10156,302.96749,61.31501,0.3741657386773941,0.5390417773566805
Kepler-618 b,2016,Transit,3.59576964,0.046,0.0229,0.173,286.2498525,48.0609256,19h04m59.96s,+48d03m39.33s,78.47948,17.6986,302.56707,69.66952,0.39657625656704065,0.5713274843201774
Kepler-769 c,2016,Transit,15.9870174,0.1297,0.0121,0.179,292.7130925,38.3581685,19h30m51.14s,+38d21m29.41s,71.38452,9.4126,305.99563,58.99177,0.40339468604243256,0.5811504530296813
Kepler-277 c,2013,Transit,33.006,0.2129,0.202,0.568,286.5831894,39.0772582,19h06m19.97s,+39d04m38.13s,69.94431,14.0381,297.15914,60.96227,0.7185844671043455,1.0352285318747483
Kepler-712 c,2016,Transit,226.89047,0.6732,0.0659,-0.484,294.9096739,42.9351987,19h39m38.32s,+42d56m06.72s,76.28323,10.05381,312.35194,62.75946,0.6633249580710799,0.9556189340787525
Kepler-887 b,2016,Transit,20.42228798,0.1536,0.0127,0.446,290.0907893,39.8169085,19h20m21.79s,+39d49m00.87s,71.79245,11.88425,302.94657,60.97828,0.6367531275577258,0.9173382331301057
Kepler-701 b,2016,Transit,10.35533177,0.0895,0.0266,-0.276,288.99418,41.6333125,19h15m58.60s,+41d37m59.93s,73.11839,13.40611,302.3451,62.95565,0.5009082659620331,0.721633367424991
Kepler-740 b,2016,Transit,3.58410122,0.0462,0.0596,-0.123,286.4822566,46.692456,19h05m55.74s,+46d41m32.84s,77.20505,17.05193,301.78934,68.3205,0.3343922574136276,0.48174212157347546
Kepler-696 b,2016,Transit,4.19042557,0.0535,0.0984,0.151,293.4965906,41.1375635,19h33m59.18s,+41d08m15.23s,74.17127,10.15154,308.90919,61.44059,0.37050334313299693,0.5337655481364065
BD+14 4559 b,2009,Radial Velocity,268.94,0.78,1.04,-0.32,318.4010002,14.6893834,21h13m36.24s,+14d41m21.78s,64.41837,-22.63172,325.9764,29.21653,0.5393598899705937,0.7770286898858113
Kepler-653 c,2016,Transit,0.90037648,0.0186,0.00126,0.119,282.2130447,46.7177898,18h48m51.13s,+46d43m04.04s,76.15849,19.80583,294.03587,69.14021,0.32891004572955534,0.473844174689098
TOI-1221 b,2023,Transit,91.68278,0.387,3.5,-0.017,107.9210254,-65.5088568,07h11m41.05s,-65d30m31.88s,276.38676,-22.48281,180.03939,-82.67136,0.12431631210161222,0.17909626377485716
Kepler-1869 b,2021,Transit,8.16736031,0.0791,0.00458,-0.05,292.6149958,42.7643438,19h30m27.60s,+42d45m51.64s,75.34626,11.47224,308.75037,63.19303,0.21320071635561044,0.3071475584169756
Kepler-66 b,2013,Transit,17.815815,0.1352,0.0259,0.051,293.9815378,46.687728,19h35m55.57s,+46d41m15.82s,79.37647,12.35796,314.30996,66.47612,0.21532216876958202,0.31020382830381
Kepler-682 b,2016,Transit,12.61190667,0.1058,0.134,0.48,289.1122204,51.7373589,19h16m26.93s,+51d44m14.49s,82.77499,17.33766,312.0844,72.39063,0.6605782590758164,0.9516619028617729
Kepler-815 b,2016,Transit,8.57503552,0.0888,0.0498,0.857,285.2211238,47.8813037,19h00m53.07s,+47d52m52.69s,78.04531,18.27833,300.52004,69.71286,0.8826612652036505,1.2716057298060086
Kepler-82 c,2012,Transit,51.54,0.2626,0.04373,-0.185,292.8733696,42.9661583,19h31m29.61s,+42d57m58.17s,75.61681,11.39306,309.303,63.31797,0.41009976613236215,0.590810124975516
Kepler-834 b,2016,Transit,13.32388301,0.0862,0.0149,-0.745,287.0544674,45.1803351,19h08m13.07s,+45d10m49.21s,75.89955,16.11418,301.59319,66.7587,0.8229658117277577,1.1856054897639816
Kepler-907 b,2016,Transit,15.86621821,0.1225,0.00588,0.378,285.4764959,41.6326615,19h01m54.36s,+41d37m57.58s,72.0342,15.81674,296.69623,63.64457,0.5862050525510366,0.8445161615799968
Kepler-850 b,2016,Transit,7.19303878,0.0744,0.012,0.173,293.0844515,48.5753645,19h32m20.27s,+48d34m31.31s,80.84283,13.73198,314.91747,68.44446,0.39657625656704065,0.5713274843201774
Kepler-930 b,2016,Transit,71.4517775,0.3475,0.0163,0.378,298.3144494,42.2473698,19h53m15.47s,+42d14m50.53s,76.90346,7.52807,316.73437,61.17284,0.5862050525510366,0.8445161615799968
Kepler-978 b,2016,Transit,49.6221509,0.2726,0.029,0.143,286.7107166,43.0433585,19h06m50.57s,+43d02m36.09s,73.75122,15.51824,299.54768,64.77782,0.3605551275463989,0.5194336538526522
Kepler-979 b,2016,Transit,8.0880135,0.0753,0.0247,-0.32,300.3712023,46.4081872,20h01m29.09s,+46d24m29.47s,81.27691,8.37228,323.52762,64.30827,0.5393598899705937,0.7770286898858113
Kepler-1686 b,2020,Transit,9.30987,0.0866,0.00825,0.141,291.6067189,42.0359783,19h26m25.61s,+42d02m09.52s,74.34305,11.81785,306.67902,62.75068,0.358024884863913,0.5157884603682565
Kepler-963 b,2016,Transit,9.97683705,0.0849,0.0238,-0.225,296.7529742,45.0411049,19h47m00.71s,+45d02m27.98s,78.80407,9.88428,316.92142,64.18505,0.45226701686664544,0.6515583641446041
Kepler-752 b,2016,Transit,18.82747265,0.1353,0.0261,-0.125,292.2681469,37.955672,19h29m04.36s,+37d57m20.42s,70.85949,9.53998,305.12026,58.71,0.337099931231621,0.48564293117863205
Kepler-755 b,2016,Transit,1.26909037,0.0214,0.0118,-0.457,296.8609348,41.0973178,19h47m26.62s,+41d05m50.34s,75.35254,7.9012,313.77812,60.51882,0.6445576354792063,0.9285817955050574
Kepler-774 b,2016,Transit,11.0895723,0.1114,0.032,0.753,291.0318604,38.211894,19h24m07.65s,+38d12m42.82s,70.64753,10.52435,303.45203,59.23266,0.8273726213414694,1.1919541589260605
Kepler-808 b,2016,Transit,0.63133235,0.0116,0.00859,-0.684,291.5941514,48.4454907,19h26m22.60s,+48d26m43.77s,80.28908,14.57061,312.30817,68.73516,0.7885544888073251,1.1360308260500016
Kepler-748 b,2016,Transit,7.40742793,0.0745,0.0217,0.36,292.2628779,37.2369732,19h29m03.09s,+37d14m13.10s,70.20931,9.21589,304.71882,58.02282,0.5720775535473553,0.8241633836921342
Kepler-772 b,2016,Transit,12.99207337,0.1071,0.0125,0.475,291.423582,38.2165603,19h25m41.66s,+38d12m59.62s,70.79123,10.25091,304.03127,59.15058,0.6571287406727709,0.9466923550416679
Kepler-776 b,2016,Transit,4.89718784,0.0523,0.00687,-0.437,287.2726117,41.6356009,19h09m05.43s,+41d38m08.16s,72.58052,14.5822,299.60801,63.31032,0.6302957458786528,0.9080354078375977
Kepler-795 b,2016,Transit,29.6193421,0.1817,0.0109,-0.022,291.0189951,38.5455728,19h24m04.56s,+38d32m44.06s,70.94724,10.68138,303.61673,59.55578,0.1414213562373095,0.2037386413085749
Kepler-804 c,2016,Transit,9.65185017,0.0872,0.00489,0.05,293.3722109,44.7851812,19h33m29.33s,+44d47m06.65s,77.4418,11.88612,311.56326,64.88785,0.21320071635561044,0.3071475584169756
Kepler-967 c,2016,Transit,198.7112502,0.6253,0.0407,-0.718,286.5580128,38.4052418,19h06m13.92s,+38d24m18.87s,69.30269,13.78488,296.80304,60.31303,0.8079153871088683,1.1639230993206018
Kepler-968 c,2016,Transit,5.70940492,0.052,0.011,-0.763,285.6025889,50.1120401,19h02m24.62s,+50d06m43.34s,80.34362,18.81793,303.41101,71.74536,0.8328483437195295,1.199842756993363
Kepler-734 b,2016,Transit,6.10485286,0.0583,0.039,0.374,297.0456122,46.0273893,19h48m10.95s,+46d01m38.60s,79.78237,10.1788,318.31943,64.99438,0.58309518948453,0.8400359381350839
Kepler-750 b,2016,Transit,9.42887179,0.093,0.0303,0.344,289.0968274,44.004364,19h16m23.24s,+44d00m15.71s,75.37602,14.31346,304.12306,65.19718,0.5592202363356253,0.8056404928835099
Kepler-750 c,2016,Transit,4.08899022,0.0533,0.0102,0.344,289.0968274,44.004364,19h16m23.24s,+44d00m15.71s,75.37602,14.31346,304.12306,65.19718,0.5592202363356253,0.8056404928835099
Kepler-757 b,2016,Transit,1.02267882,0.019,0.00761,0.16,296.6804876,41.3865279,19h46m43.32s,+41d23m11.50s,75.54039,8.16092,313.73633,60.83763,0.3813850356982369,0.5494422557947561
Kepler-761 b,2016,Transit,10.12804789,0.0874,0.015,-0.117,290.503599,44.1436249,19h22m00.86s,+44d08m37.05s,75.93811,13.45143,306.50338,65.00566,0.3261343839027654,0.4698454181761615
Kepler-1801 c,2023,Transit,116.583183,0.4572,0.0277,-0.223,295.1640095,39.2014024,19h40m39.36s,+39d12m05.05s,73.04331,8.11892,310.03926,59.19188,0.45025245443781065,0.6486560852879838
Kepler-869 b,2016,Transit,40.4287755,0.2244,0.0399,-0.11,289.4245955,50.9941198,19h17m41.90s,+50d59m38.83s,82.13273,16.87545,311.63267,71.63499,0.31622776601683794,0.4555734516094202
Kepler-81 b,2012,Transit,5.955,0.0522,0.054,-0.889,293.6369437,42.8248275,19h34m32.87s,+42d49m29.38s,75.7459,10.83017,310.35558,62.99092,0.8989893315172423,1.2951287544356498
Kepler-877 b,2016,Transit,18.45847097,0.1301,0.0162,-0.343,289.8591023,46.5227429,19h19m26.18s,+46d31m21.87s,77.97859,14.84816,307.45625,67.39686,0.5584068246522259,0.8044686515463202
Kepler-932 b,2016,Transit,1.9214374,0.0279,0.00771,-0.322,296.9520797,43.2720233,19h47m48.50s,+43d16m19.28s,77.30447,8.90386,315.63225,62.50698,0.5410427642315094,0.7794531222667087
CoRoT-25 b,2013,Transit,4.86069,0.0578,0.27,0.141,280.6296561,6.5138223,18h42m31.12s,+06d30m49.76s,37.73014,4.94113,282.15248,29.50564,0.358024884863913,0.5157884603682565
Kepler-779 b,2016,Transit,7.09714223,0.0533,0.00227,-1.234,285.6285208,44.3107855,19h02m30.84s,+44d18m38.83s,74.6617,16.724,298.54514,66.20823,1.0591591862501981,1.5258774153884225
Kepler-878 b,2016,Transit,25.9422033,0.165,0.0138,-0.174,285.2962562,46.6034497,19h01m11.10s,+46d36m12.42s,76.80766,17.77788,299.60519,68.47632,0.3977207791677701,0.5729763405171743
Kepler-92 d,2015,Transit,49.3568,0.2754,0.0155,0.558,289.0860607,41.5630224,19h16m20.65s,+41d33m46.88s,73.08205,13.31439,302.44575,62.86869,0.7122308103927598,1.0260751379305735
Kepler-824 b,2016,Transit,4.51436633,0.055,0.0131,0.122,290.477406,39.7319975,19h21m54.58s,+39d43m55.19s,71.84571,11.57965,303.48291,60.81261,0.33303016516389455,0.47977982371634076
Kepler-879 b,2016,Transit,33.3855938,0.2012,0.0224,0.033,295.8065515,50.9097521,19h43m13.57s,+50d54m35.11s,83.79582,13.19003,322.30977,69.70329,0.17320508075688773,0.24952785604696767
Kepler-818 b,2016,Transit,10.03538581,0.0886,0.072,-0.124,296.2351072,39.3702865,19h44m56.43s,+39d22m13.03s,73.59645,7.47435,311.67562,59.07221,0.335748823865807,0.48369645869175365
Kepler-914 b,2016,Transit,4.40966548,0.0544,0.0078,0.245,290.4120774,44.8993227,19h21m38.90s,+44d53m57.56s,76.61586,13.82764,306.96092,65.73982,0.47193990372426947,0.6799001036500849
Kepler-857 b,2016,Transit,85.35129427,0.3751,0.117,-0.071,294.6323978,43.4004526,19h38m31.78s,+43d24m01.63s,76.60594,10.44943,312.31401,63.26647,0.25405797477240216,0.36600855748321426
Kepler-851 b,2016,Transit,8.50699658,0.0802,0.0109,-0.273,294.6802199,49.1401106,19h38m43.25s,+49d08m24.40s,81.83905,13.03779,318.16343,68.4912,0.49817850032073663,0.7177007312401469
Kepler-807 b,2016,Transit,117.93108781,0.4884,0.242,0.228,289.0201356,48.1197839,19h16m04.83s,+48d07m11.22s,79.26313,16.00604,307.56318,69.09165,0.45527214638359687,0.6558877032276814
Kepler-826 b,2016,Transit,4.48758907,0.0528,0.0066,0.349,284.8601128,39.2405076,18h59m26.43s,+39d14m25.83s,69.55449,15.33019,294.53236,61.4202,0.5632696754421697,0.8114743163142847
Kepler-927 b,2016,Transit,9.1149903,0.0866,0.0113,-0.086,289.3834807,41.3926651,19h17m32.04s,+41d23m33.59s,73.0188,13.04075,302.80561,62.64168,0.27961011816781267,0.40282024644175496
Kepler-862 b,2016,Transit,3.14866453,0.039,0.0174,-0.103,297.7792466,46.4926688,19h51m07.02s,+46d29m33.61s,80.4453,9.96035,319.88448,65.19278,0.3060005941764879,0.4408396790688304
Kepler-836 b,2016,Transit,11.36112327,0.1013,0.0249,0.049,287.4527659,45.7043964,19h09m48.66s,+45d42m15.83s,76.5148,16.05709,302.67811,67.1741,0.21105794120443452,0.30406056993414854
Kepler-860 b,2016,Transit,5.10137945,0.058,0.0332,-0.157,295.5772681,46.2547028,19h42m18.54s,+46d15m16.93s,79.49597,11.18255,316.34078,65.62991,0.37779263191236634,0.5442668601838069
